일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
1996/06/11,"69,000","72,000","69,000","70,600",▲,"1,600","+2.32","126,780","90","4.02","0","0","0","0","0","0"
1996/06/10,"70,500","70,500","67,300","69,000",▼,"-700","-1.00","145,250","100","4.03","0","0","0","0","0","0"
1996/06/08,"68,700","70,500","68,700","69,700",▲,"1,000","+1.46","107,450","75","4.10","0","0","0","0","0","0"
1996/06/07,"70,500","70,500","68,500","68,700",▼,"-2,300","-3.24","193,390","134","4.08","0","0","0","0","0","0"
1996/06/05,"74,500","74,500","71,000","71,000",▼,"-3,500","-4.70","212,290","154","4.09","0","0","0","0","0","0"
1996/06/04,"72,000","75,000","72,000","74,500",▲,"2,500","+3.47","145,340","107","4.20","0","0","0","0","0","0"
1996/06/03,"72,000","73,500","70,700","72,000", ,"1,100"," 1.53","234,490","170","4.23","0","0","0","0","0","0"
1996/06/01,"71,000","73,100","70,700","73,100",↑,"4,100","+5.94","245,200","176","4.30","0","0","0","0","0","0"
1996/05/31,"68,100","69,000","68,000","69,000",↑,"3,900","+5.99","140,330","96","4.15","0","0","0","0","0","0"
1996/05/30,"67,500","70,400","65,100","65,100", ,"2,200"," 3.38","357,450","243","3.98","0","0","0","0","0","0"
1996/05/29,"69,900","70,000","67,300","67,300",↓,"-4,200","-5.87","387,520","264","3.97","0","0","0","0","0","0"
1996/05/28,"75,400","75,500","71,500","71,500",↓,"-4,500","-5.92","218,010","159","3.91","0","0","0","0","0","0"
1996/05/27,"71,800","77,000","71,600","76,000", ,"3,200"," 4.21","190,130","140","3.88","0","0","0","0","0","0"
1996/05/25,"73,000","74,000","71,000","72,800", ,"2,400"," 3.30","252,210","182","3.83","0","0","0","0","0","0"
1996/05/23,"80,000","80,000","75,200","75,200",↓,"-4,800","-6.00","306,060","237","3.79","0","0","0","0","0","0"
1996/05/22,"80,000","80,900","76,600","80,000", ,"900"," 1.13","309,160","244","3.88","0","0","0","0","0","0"
1996/05/21,"85,500","85,800","80,900","80,900",↓,"-5,100","-5.93","247,350","205","3.68","0","0","0","0","0","0"
1996/05/20,"84,500","86,200","83,800","86,000", ,"1,500"," 1.74","249,390","211","3.51","0","0","0","0","0","0"
1996/05/18,"87,100","87,500","84,100","84,500", ,"2,600"," 3.08","256,210","218","3.36","0","0","0","0","0","0"
1996/05/17,"87,500","88,500","86,700","87,100", ,"600"," 0.69","240,790","210","3.29","0","0","0","0","0","0"
1996/05/16,"90,500","90,500","87,500","87,700", ,"2,800"," 3.19","186,050","165","3.27","0","0","0","0","0","0"
1996/05/15,"92,500","92,900","90,000","90,500", ,"1,400"," 1.55","123,960","114","3.20","0","0","0","0","0","0"
1996/05/14,"90,300","93,500","90,300","91,900", ,"1,600"," 1.74","173,490","159","3.15","0","0","0","0","0","0"
1996/05/13,"90,000","91,000","89,500","90,300", ,"0","0","191,400","172","3.07","0","0","0","0","0","0"
1996/05/11,"91,600","92,500","90,000","90,300", ,"1,300"," 1.44","144,500","131","2.78","0","0","0","0","0","0"
1996/05/10,"89,000","92,000","88,000","91,600", ,"1,000"," 1.09","344,430","310","2.81","0","0","0","0","0","0"
1996/05/09,"98,000","98,000","92,600","92,600",↓,"-5,900","-5.99","244,590","232","2.81","0","0","0","0","0","0"
1996/05/08,"100,500","101,500","98,000","98,500", ,"2,000"," 2.03","230,580","229","2.78","0","0","0","0","0","0"
1996/05/07,"98,600","101,000","98,600","100,500", ,"1,900"," 1.89","237,630","237","2.67","0","0","0","0","0","0"
1996/05/06,"98,000","101,500","98,000","98,600", ,"600"," 0.61","189,630","188","2.64","0","0","0","0","0","0"
1996/05/04,"100,000","101,000","98,000","98,000", ,"2,000"," 2.04","186,430","185","2.56","0","0","0","0","0","0"
1996/05/03,"100,000","101,500","99,000","100,000", ,"0","0","269,150","269","2.42","0","0","0","0","0","0"
1996/05/02,"105,000","105,000","100,000","100,000",↓,"-6,000","-5.66","341,780","350","2.36","0","0","0","0","0","0"
1996/04/30,"107,500","108,500","105,500","106,000", ,"1,500"," 1.42","250,860","268","2.25","0","0","0","0","0","0"
1996/04/29,"106,500","108,000","106,500","107,500", ,"1,000"," 0.93","239,020","256","2.20","0","0","0","0","0","0"
1996/04/27,"109,000","109,000","105,000","106,500", ,"3,000"," 2.82","180,180","194","2.30","0","0","0","0","0","0"
1996/04/26,"111,000","111,000","107,500","109,500", ,"1,500"," 1.37","331,560","364","2.56","0","0","0","0","0","0"
1996/04/25,"109,000","111,000","108,000","111,000", ,"4,000"," 3.60","527,290","578","2.57","0","0","0","0","0","0"
1996/04/24,"103,000","107,000","102,500","107,000", ,"5,500"," 5.14","263,840","275","2.55","0","0","0","0","0","0"
